asset_id,asset_type,carbon_price,carbon_price_unit,cell_id,direct_carbon_cost_impact,direct_carbon_cost_rating,horizon,market_demand_shifts_impact,market_demand_shifts_rating,overall_transition_rating,readme_asset_revenue,readme_asset_value,report_date,revenue_growth,revenue_growth_unit,scenario,scope_1_2_intensity,scope_1_2_intensity_unit,scope_3_intensity,scope_3_intensity_unit,source_uri,surface,ticcs_subclass
USA_15915,Photovoltaic Power Generation,7.712133,$/tCO2,335072,-0.000235,A,2035,,F,F,10000000,100000000,2026-09-17,,%,Climate Breakdown,27.191078,tCO2/M$,150.910481,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,7.943,$/tCO2,335072,-0.000467,A,2040,,F,F,10000000,100000000,2026-09-17,,%,Climate Breakdown,23.487502,tCO2/M$,130.355634,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,8.188467,$/tCO2,335072,-0.000681,A,2045,,F,F,10000000,100000000,2026-09-17,,%,Climate Breakdown,20.341795,tCO2/M$,112.896965,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,8.448467,$/tCO2,335072,-0.000874,A,2050,,F,F,10000000,100000000,2026-09-17,,%,Climate Breakdown,18.021705,tCO2/M$,100.020464,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,7.473967,$/tCO2,335072,,A,2025,,F,F,10000000,100000000,2026-09-17,,%,Climate Destabilization,40.23823,tCO2/M$,223.322177,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,7.495833,$/tCO2,335072,-4.3e-05,A,2030,,F,F,10000000,100000000,2026-09-17,,%,Climate Destabilization,30.574345,tCO2/M$,169.687613,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,7.712133,$/tCO2,335072,-0.000235,A,2035,,F,F,10000000,100000000,2026-09-17,,%,Climate Destabilization,27.191078,tCO2/M$,150.910481,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,7.943,$/tCO2,335072,-0.000467,A,2040,,F,F,10000000,100000000,2026-09-17,,%,Climate Destabilization,23.487502,tCO2/M$,130.355634,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,8.188467,$/tCO2,335072,-0.000681,A,2045,,F,F,10000000,100000000,2026-09-17,,%,Climate Destabilization,20.341795,tCO2/M$,112.896965,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,8.448467,$/tCO2,335072,-0.000874,A,2050,,F,F,10000000,100000000,2026-09-17,,%,Climate Destabilization,18.021705,tCO2/M$,100.020464,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,7.473967,$/tCO2,335072,,A,2025,,F,F,10000000,100000000,2026-09-17,,%,Current Policies,40.23823,tCO2/M$,223.322177,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,7.495833,$/tCO2,335072,-4.3e-05,A,2030,,F,F,10000000,100000000,2026-09-17,,%,Current Policies,30.574345,tCO2/M$,169.687613,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,7.712133,$/tCO2,335072,-0.000235,A,2035,,F,F,10000000,100000000,2026-09-17,,%,Current Policies,27.191078,tCO2/M$,150.910481,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,7.943,$/tCO2,335072,-0.000467,A,2040,,F,F,10000000,100000000,2026-09-17,,%,Current Policies,23.487502,tCO2/M$,130.355634,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,8.188467,$/tCO2,335072,-0.000681,A,2045,,F,F,10000000,100000000,2026-09-17,,%,Current Policies,20.341795,tCO2/M$,112.896965,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,8.448467,$/tCO2,335072,-0.000874,A,2050,,F,F,10000000,100000000,2026-09-17,,%,Current Policies,18.021705,tCO2/M$,100.020464,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,7.473967,$/tCO2,335072,,A,2025,,F,F,10000000,100000000,2026-09-17,,%,Delayed transition,40.23823,tCO2/M$,223.322177,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,7.495833,$/tCO2,335072,-4.4e-05,A,2030,-0.947056,G,G,10000000,100000000,2026-09-17,-0.335531,%,Delayed transition,31.057168,tCO2/M$,172.36728,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,124.923933,$/tCO2,335072,-0.082236,F,2035,2.620989,A,A,10000000,100000000,2026-09-17,1.045523,%,Delayed transition,20.659852,tCO2/M$,114.662177,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,234.4933,$/tCO2,335072,-0.133948,F,2040,8.958078,A,A,10000000,100000000,2026-09-17,1.714501,%,Delayed transition,8.926669,tCO2/M$,49.543013,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,373.270267,$/tCO2,335072,-0.147735,F,2045,15.839226,A,A,10000000,100000000,2026-09-17,1.74183,%,Delayed transition,4.533391,tCO2/M$,25.160322,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,631.636767,$/tCO2,335072,-0.154009,F,2050,22.039169,A,A,10000000,100000000,2026-09-17,1.647397,%,Delayed transition,2.845286,tCO2/M$,15.791336,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,11.192149,$/tCO2,335072,,A,2025,3e-08,F,F,10000000,100000000,2026-09-17,,%,Expected,40.23823,tCO2/M$,223.322177,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,19.969,$/tCO2,335072,-0.017106,D,2030,0.64723,D,D,10000000,100000000,2026-09-17,0.218766,%,Expected,29.837677,tCO2/M$,165.599108,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,26.859564,$/tCO2,335072,-0.025963,D,2035,1.420115,A,A,10000000,100000000,2026-09-17,0.28846,%,Expected,25.450191,tCO2/M$,141.248559,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,36.208995,$/tCO2,335072,-0.033294,E,2040,2.305565,A,A,10000000,100000000,2026-09-17,0.317185,%,Expected,20.936758,tCO2/M$,116.199005,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,46.044097,$/tCO2,335072,-0.039467,E,2045,3.153504,A,A,10000000,100000000,2026-09-17,0.303436,%,Expected,17.497285,tCO2/M$,97.109932,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,59.373454,$/tCO2,335072,-0.045169,E,2050,3.959225,A,A,10000000,100000000,2026-09-17,0.300055,%,Expected,14.920012,tCO2/M$,82.806067,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,7.483067,$/tCO2,335072,,A,2025,,F,F,10000000,100000000,2026-09-17,,%,Fragmented World,40.23823,tCO2/M$,223.322177,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,7.5278,$/tCO2,335072,-8.9e-05,A,2030,-0.424708,G,G,10000000,100000000,2026-09-17,-0.148618,%,Fragmented World,30.830046,tCO2/M$,171.106753,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,36.958033,$/tCO2,335072,-0.022964,D,2035,0.950321,C,C,10000000,100000000,2026-09-17,0.434888,%,Fragmented World,24.185928,tCO2/M$,134.231903,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,74.173733,$/tCO2,335072,-0.048923,E,2040,3.528463,A,A,10000000,100000000,2026-09-17,0.732042,%,Fragmented World,17.105051,tCO2/M$,94.933033,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,109.897667,$/tCO2,335072,-0.066751,F,2045,6.446693,A,A,10000000,100000000,2026-09-17,0.813974,%,Fragmented World,11.70656,tCO2/M$,64.97141,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,148.8311,$/tCO2,335072,-0.075679,F,2050,9.593276,A,A,10000000,100000000,2026-09-17,0.897821,%,Fragmented World,7.205657,tCO2/M$,39.991398,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,45.3486,$/tCO2,335072,,A,2025,,F,F,10000000,100000000,2026-09-17,,%,Nationally Determined Contributions (NDCs),40.23823,tCO2/M$,223.322177,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,124.8266,$/tCO2,335072,-0.131527,F,2030,6.782097,A,A,10000000,100000000,2026-09-17,2.208333,%,Nationally Determined Contributions (NDCs),23.250996,tCO2/M$,129.043027,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,119.402567,$/tCO2,335072,-0.138599,F,2035,11.311458,A,A,10000000,100000000,2026-09-17,1.733446,%,Nationally Determined Contributions (NDCs),16.42105,tCO2/M$,91.136827,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,129.013733,$/tCO2,335072,-0.127349,F,2040,14.7764,A,A,10000000,100000000,2026-09-17,1.428267,%,Nationally Determined Contributions (NDCs),11.121062,tCO2/M$,61.721894,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,133.7298,$/tCO2,335072,-0.116062,F,2045,17.340884,A,A,10000000,100000000,2026-09-17,1.160001,%,Nationally Determined Contributions (NDCs),8.486887,tCO2/M$,47.102222,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,133.5331,$/tCO2,335072,-0.105297,F,2050,19.380274,A,A,10000000,100000000,2026-09-17,1.011562,%,Nationally Determined Contributions (NDCs),6.129317,tCO2/M$,34.017709,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,53.4099,$/tCO2,335072,,A,2025,,F,F,10000000,100000000,2026-09-17,,%,Net Zero 2050,40.23823,tCO2/M$,223.322177,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,212.672833,$/tCO2,335072,-0.249559,F,2030,8.740638,A,A,10000000,100000000,2026-09-17,2.834905,%,Net Zero 2050,21.283241,tCO2/M$,118.121985,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,311.5568,$/tCO2,335072,-0.272295,F,2035,17.32236,A,A,10000000,100000000,2026-09-17,2.912977,%,Net Zero 2050,9.247252,tCO2/M$,51.322249,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,437.885067,$/tCO2,335072,-0.247699,F,2040,25.098965,A,A,10000000,100000000,2026-09-17,2.549501,%,Net Zero 2050,4.087137,tCO2/M$,22.68361,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,621.293133,$/tCO2,335072,-0.212655,F,2045,31.432978,A,A,10000000,100000000,2026-09-17,2.162065,%,Net Zero 2050,1.093381,tCO2/M$,6.068263,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_15915,Photovoltaic Power Generation,937.618467,$/tCO2,335072,-0.176052,F,2050,37.002403,A,A,10000000,100000000,2026-09-17,1.975306,%,Net Zero 2050,,tCO2/M$,,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_335072_AZ_WEIM_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_17219,Photovoltaic Power Generation,10.0044,$/tCO2,376954,,A,2025,,F,F,10000000,100000000,2026-09-17,,%,Below 2°C,40.23823,tCO2/M$,223.322177,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_376954_FL_Non-ISO_FRCC_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_17219,Photovoltaic Power Generation,60.953333,$/tCO2,376954,-0.090821,F,2030,4.100109,A,A,10000000,100000000,2026-09-17,1.361994,%,Below 2°C,26.11401,tCO2/M$,144.932753,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_376954_FL_Non-ISO_FRCC_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_17219,Photovoltaic Power Generation,84.3437,$/tCO2,376954,-0.112009,F,2035,8.427847,A,A,10000000,100000000,2026-09-17,1.538997,%,Below 2°C,17.337673,tCO2/M$,96.224086,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_376954_FL_Non-ISO_FRCC_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_17219,Photovoltaic Power Generation,119.9719,$/tCO2,376954,-0.115781,F,2040,12.712048,A,A,10000000,100000000,2026-09-17,1.47901,%,Below 2°C,10.377679,tCO2/M$,57.596117,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_376954_FL_Non-ISO_FRCC_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_17219,Photovoltaic Power Generation,165.8215,$/tCO2,376954,-0.110506,F,2045,16.7702,A,A,10000000,100000000,2026-09-17,1.392466,%,Below 2°C,4.886459,tCO2/M$,27.119845,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_376954_FL_Non-ISO_FRCC_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_17219,Photovoltaic Power Generation,216.3842,$/tCO2,376954,-0.100064,F,2050,20.681506,A,A,10000000,100000000,2026-09-17,1.331158,%,Below 2°C,2.103294,tCO2/M$,11.673283,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_376954_FL_Non-ISO_FRCC_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_17219,Photovoltaic Power Generation,7.473967,$/tCO2,376954,,A,2025,,F,F,10000000,100000000,2026-09-17,,%,Climate Breakdown,40.23823,tCO2/M$,223.322177,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_376954_FL_Non-ISO_FRCC_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_17219,Photovoltaic Power Generation,7.495833,$/tCO2,376954,-4.3e-05,A,2030,,F,F,10000000,100000000,2026-09-17,,%,Climate Breakdown,30.574345,tCO2/M$,169.687613,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_376954_FL_Non-ISO_FRCC_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_17219,Photovoltaic Power Generation,7.712133,$/tCO2,376954,-0.000235,A,2035,,F,F,10000000,100000000,2026-09-17,,%,Climate Breakdown,27.191078,tCO2/M$,150.910481,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_376954_FL_Non-ISO_FRCC_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_17219,Photovoltaic Power Generation,7.943,$/tCO2,376954,-0.000467,A,2040,,F,F,10000000,100000000,2026-09-17,,%,Climate Breakdown,23.487502,tCO2/M$,130.355634,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_376954_FL_Non-ISO_FRCC_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_17219,Photovoltaic Power Generation,8.188467,$/tCO2,376954,-0.000681,A,2045,,F,F,10000000,100000000,2026-09-17,,%,Climate Breakdown,20.341795,tCO2/M$,112.896965,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_376954_FL_Non-ISO_FRCC_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_17219,Photovoltaic Power Generation,8.448467,$/tCO2,376954,-0.000874,A,2050,,F,F,10000000,100000000,2026-09-17,,%,Climate Breakdown,18.021705,tCO2/M$,100.020464,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_376954_FL_Non-ISO_FRCC_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_17219,Photovoltaic Power Generation,7.473967,$/tCO2,376954,,A,2025,,F,F,10000000,100000000,2026-09-17,,%,Climate Destabilization,40.23823,tCO2/M$,223.322177,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_376954_FL_Non-ISO_FRCC_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_17219,Photovoltaic Power Generation,7.495833,$/tCO2,376954,-4.3e-05,A,2030,,F,F,10000000,100000000,2026-09-17,,%,Climate Destabilization,30.574345,tCO2/M$,169.687613,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_376954_FL_Non-ISO_FRCC_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_17219,Photovoltaic Power Generation,7.712133,$/tCO2,376954,-0.000235,A,2035,,F,F,10000000,100000000,2026-09-17,,%,Climate Destabilization,27.191078,tCO2/M$,150.910481,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_376954_FL_Non-ISO_FRCC_SolarPV_transition_risks.xlsx,solar_transition,IC702010
USA_17219,Photovoltaic Power Generation,7.943,$/tCO2,376954,-0.000467,A,2040,,F,F,10000000,100000000,2026-09-17,,%,Climate Destabilization,23.487502,tCO2/M$,130.355634,tCO2/M$,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_376954_FL_Non-ISO_FRCC_SolarPV_transition_risks.xlsx,solar_transition,IC702010
